ï»¿UPM,NVIVI,NHOGA,AÃO,DPTO,area,L02,edad,P03,P04,P04A,P04B,P05C,P05P,P05M,sexo,P08D,P08M,P08A,P09,ocupado,A01A,A02,A03,A04,A04B,A04A,A05,A07,A08,A10,A11A,A11M,A11S,A12,A13REC,A14REC,A15,A16,A17A,A17M,A17S,A18,B01REC,B02REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B04,B05,B06,B07A,B07M,B07S,B08,B09A,B09M,B09S,B10,B11,B12,B12A,B12B,B12C,B13,B14,B15,B16G,B16U,B16D,B16T,B17,B18AG,B18AU,B18BG,B18BU,B19,B20G,B20U,B20D,B20T,B21,B22,B23,B24,B25,B26,B271,B272,B28,B29,B30,B31,C01REC,C02REC,C03,C04,C05,C06,C07,C08,C09,C101,C102,C11G,C11U,C11D,C11T,C12,C13AG,C13AU,C13BG,C13BU,C14,C14A,C14B,C14C,C15,C16REC,C17REC,C18,C18A,C18B,C19,D01,D02,D03,D04,D05,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01H,E01I,E01J,E01K,E01L,E01M,ED01,ED02,ED03,ED0504,ED06C,ED08,ED09,ED10,ED11F1,ED11F1A,ED11GH1,ED11GH1A,S01A,S01B,S02,S03,S03A,S03B,S03C,S04,S05,S06,S07,S08,S09,CATE_PEA,TAMA_PEA,OCUP_PEA,RAMA_PEA,HORAB,HORABC,HORABCO,PEAD,PEAA,TIPOHOGA,FACTOR,NJEF,NCON,NPAD,NMAD,anios_estudio,ra06ya09,ingreso_principal,e01bimde,e01cimde,e01dde,e01ede,e01fde,e01gde,e01hde,e01ide,e01jde,e01kde,e01lde,e01mde,e01kjde,e02bde,ingrevasode,ingrealmuerzode,ipcm,pobrezai,pobnopoi,quintili,decili,quintiai,decilai,informalidad,sexo_lbl,area_lbl
18023,10,1,2025,10,6,1,66,1,1,1, ,0,0,0,6,27,2,1959,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,12,12,12,12,12,12,6,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,502, , , , , , , , ,1, ,5,1,1, , ,1, ,1,9,6,6,4,1,5,5,78,78,78,1,1,4,57,502,8888, , ,8, ,748381.294,0,0,0,0,0,0,0,0,0,0,0,0,"316532,026",0,0,0,"1593034,5736211",3,0,3,6,4,7,1,Mujer,Rural
18023,18,1,2025,10,6,1,35,1,1,1, ,2,0,0,1,17,1,1990,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,8,8,8,8,8,8,0,1, , ,3,10,0,6,3,10,0,1,1,2,6, , ,88,1,4,2638461,5, ,2638461,1,600000,5,0, ,6, , , , ,6, , ,1,200000,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3238461,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,903, ,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,2,6,9,4,48,48,48,1,1,2,47,903,902, , ,12, ,3231471.515,0,0,0,0,0,0,0,0,0,0,0,0,"311060,527",0,0,0,"1422881,96890487",3,0,3,5,4,7,2,Hombre,Rural
18023,20,1,2025,10,6,1,83,1,1,1, ,0,0,0,1,14,4,1942,4,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,0,0,2,0,0,0,0,3,1,15,70,0,0,1,42,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,1800000,0,0,0,0,699577,0,0,1,1,1,304, , , , , , , , ,1, ,5,1,6, , ,1, ,1,1,1,6,4,1,6,1,15,15,15,1,1,1,55,304,8888, , ,4, ,29935.251,0,0,0,0,"1796115,107",0,0,0,0,"698067,121",0,0,0,0,0,0,"2956515,56282973",3,0,5,9,5,10, ,Hombre,Rural
18023,21,1,2025,10,6,2,42,3,1,1, ,0,0,1,6,2,7,1983,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,10,10,10,10,10,10,10,1, , ,0,1,0,3,0,1,0,6, ,2,6, , ,88,88,4,1500000,5, ,1500000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1500000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,605, ,19, ,1, , , , ,7, , ,1,6, , ,1, ,1,4,6,6,2,3,9,5,70,70,70,1,1,4,46,306, , , ,11, ,1496762.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1188418,6818705",3,0,2,4,3,6,1,Mujer,Rural
18023,33,1,2025,10,6,2,27,2,1,1, ,1,0,0,6,24,5,1998,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,2,0,0,2,0,2,0,1, , ,11,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,1, ,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,306, ,19, ,1, , , , ,4, , ,3, , , , , , , , , ,4,1,7,2,6,6,6,4,1,4,56,903, , , ,6, ,299352.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1661739,08872901",3,0,3,6,4,8,1,Mujer,Rural
18023,36,1,2025,10,6,1,50,1,1,1, ,2,0,0,1,22,9,1975,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,4,9,9,9,9,9,5,0,1, , ,22,0,0,2,0,1,0,6, ,2,6, , ,88,1,4,150000,2,20,3000000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,2,5,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,2,3000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,502, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,7,4,50,50,50,1,1,2,47,502,305, , ,8, ,2993525.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"929725,938129494",3,0,2,3,2,4,1,Hombre,Rural
18023,36,1,2025,10,6,2,45,2,1,1, ,1,0,0,6,18,1,1980,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,3,1, , ,20,0,0,1,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,305, ,19, ,1, , , , ,7, , ,1,6, , ,1, ,1,9,6,1,4,1,6,1,21,21,21,1,1,2,47,502, , , ,5, ,330285.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"929725,938129494",3,0,2,3,2,4, ,Mujer,Rural
18023,39,1,2025,10,6,1,33,1,1,1, ,2,0,0,6,8,9,1992,2,1.0, ,6,1, , ,1, , , , , , , , , , , , , , , , ,5,5,0,0,0,1,0,0,0,3,1,4,1,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,300000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2401,14,19, ,3, , , , ,7, , ,1,6, , ,1, ,1,3,1,1,4,1,5,5,4,4,4,1,1,2,57,2401,306, , ,13, ,299352.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"649936,428057552",2,1,1,2,2,3,1,Mujer,Rural
18023,50,1,2025,10,6,1,40,1,1,1, ,2,0,0,1,9,2,1985,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,8,0,8,8,8,5,0,3,6,45,12,0,0,1,12,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,606, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,4,1,6,1,45,45,45,1,1,2,45,606,306, , ,12, ,8889106.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3205073,52597921",3,0,5,9,5,10, ,Hombre,Rural
18044,6,1,2025,10,6,2,46,2,1,1, ,1,0,0,6,31,10,1978,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,4,4,4,4,4,4,4,1, , ,10,0,0,2,10,0,0,6, ,2,6, , ,88,88,4,1500000,5, ,1500000,6, , , , ,6, , , , ,1, ,300000,6, ,3, , ,2,5,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,606, ,19, ,1, , , , ,7, , ,1,1, , ,6,5, , , , ,2,2,6,1,28,28,28,1,1,2,74,303, , , ,12, ,1494612.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1821212,48403576",3,0,4,7,4,8, ,Mujer,Rural
18044,10,1,2025,10,6,2,53,2,1,1, ,1,0,0,1,6,1,1972,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,6,6,6,6,6,6,4,1, , ,34,0,0,2,4,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,503, , , , , , , , ,7, , ,1,1, , ,6,1, , , , ,4,2,6,1,40,40,40,1,1,2,45,306, , , ,9, ,1390727.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"944465,958812259",3,0,2,3,2,4, ,Hombre,Rural
18044,32,1,2025,10,6,1,29,1,1,1, ,2,0,0,1,1,10,1995,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,2,8,8,8,8,8,4,0,1, , ,1,3,0,6,1,3,0,1,1,2,6, , ,88,1,4,1300000,4, ,2600000,6, , , , ,6, , , , ,6, , ,6, ,1, , ,1,4,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,6,1,2600000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2103,3,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,2,6,9,2,44,44,44,1,1,2,103,2103,903, , ,15, ,2590660.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"829014,485632182",3,0,1,2,2,4,2,Hombre,Rural
18044,47,1,2025,10,6,1,26,1,1,1, ,2,0,0,1,26,3,1999,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,5,9,9,9,9,9,9,0,1, , ,11,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,12,1, ,1,3500000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,306, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,4,1,7,5,54,54,54,1,1,2,114,306,409, , ,6, ,3487428.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1428184,86590038",3,0,3,5,4,7,1,Hombre,Rural
18044,56,1,2025,10,6,1,38,1,1,1, ,2,0,0,1,17,10,1986,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,8,8,8,8,8,8,4,1, , ,18,0,0,3,10,0,0,6, ,2,6, , ,88,88,4,3500000,5, ,3500000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,408, ,19, ,2, , , , ,7, , ,1,1, , ,6,5, , , , ,2,3,6,1,52,52,52,1,1,2,80,408,407, , ,8, ,3487428.16,0,0,0,0,0,0,0,0,0,0,0,0,"1027545,797",0,0,0,"848838,025246304",3,0,1,2,2,4, ,Hombre,Rural
18049,2,1,2025,10,1,1,34,1,1,1, ,0,0,0,1,3,2,1990,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,2,8,8,8,8,8,8,0,1, , ,4,0,0,2,0,0,1,6, ,2,6, , ,88,1,4,120000,2,26,3120000,6, , , , ,6, , , , ,1, ,400000,6, ,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3120000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,304, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,8,2,48,48,48,1,1,5,173,304,8888, , ,4, ,3181941.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3549088,23529411",3,0,5,9,5,9,1,Hombre,Urbana
18049,2,1,2025,10,1,2,45,10,1,1, ,0,0,0,1,21,10,1979,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,2,8,8,8,8,8,8,0,1, , ,7,0,0,2,0,0,2,6, ,2,6, , ,88,1,4,120000,2,26,3120000,6, , , , ,6, , , , ,1, ,400000,6, ,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3120000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,503, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,6,2,48,48,48,1,1,5,173,304, , , ,9, ,3181941.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3549088,23529411",3,0,5,9,5,9,1,Hombre,Urbana
18049,2,1,2025,10,1,3,44,10,1,1, ,0,0,0,1,5,7,1980,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,2,8,8,8,8,8,8,8,1, , ,10,0,0,2,0,1,0,6, ,2,6, , ,88,88,4,3600000,5, ,3600000,6, , , , ,6, , , , ,6, , ,6, ,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3600000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,304, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,8,2,56,56,56,1,1,5,173,304, , , ,4, ,3671470.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3549088,23529411",3,0,5,9,5,9,1,Hombre,Urbana
18049,7,1,2025,10,1,1,31,1,1,1, ,0,0,0,6,28,2,1993,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,5,5,5,9,9,9,5,1, , ,2,0,0,2,2,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2010000,0,0,0,0,0,350000,0,215000,0,0,0,0,2,1,1,409, ,19, ,15, , , , ,7, , ,3, , , , , , , , , ,3,2,5,5,47,47,47,1,1,5,126,409,8888, , ,9, ,2049904.411,0,0,0,0,0,"356948,529",0,"219268,382",0,0,0,0,0,0,0,0,"1054272,97794118",3,0,2,3,1,2,1,Mujer,Urbana
18049,7,1,2025,10,1,4,21,10,1,1, ,0,0,0,6,29,12,2003,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,7,4,4,4,4,4,0,1, , ,2,0,0,2,2,0,0,6, ,2,6, , ,88,1,4,60000,2,26,1560000,6, , , , ,6, , , , ,6, , ,6, ,3, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1560000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,903, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,9,5,27,27,27,1,1,5,126,409, , , ,12, ,1590970.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1054272,97794118",3,0,2,3,1,2,1,Mujer,Urbana
18049,26,1,2025,10,1,3,36,2,1,2, ,2,0,0,6,3,9,1988,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,4,4,0,4,4,0,0,1, , ,8,0,0,10,1,0,0,6, ,6, , , ,88,3,4,750000,5, ,750000,6, , , , ,6, , , , ,6, , ,6, ,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,2,6,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,306, ,19, ,6, , , , ,7, , ,3, , , , , , , , , ,6,10,9,8,16,16,16,4,1,4,145,408, , , ,6, ,764889.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1083593,75",3,0,2,3,1,2,1,Mujer,Urbana
18049,36,1,2025,10,1,1,58,1,1,1, ,2,0,0,1,25,12,1966,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,6,10,10,10,10,10,10,0,1, , ,35,0,0,2,0,6,0,6, ,2,6, , ,88,1,4,1500000,5, ,1500000,1,1000000,5,0, ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,305, , , , , , , , ,7, , ,1,1,6, ,1, ,1,6,1,6,2,2,8,6,60,60,60,1,1,2,113,305,302, , ,5, ,2549632.352,0,0,0,0,0,0,0,0,0,0,0,0,"73514,399",0,0,0,"1719514,55269608",3,0,3,6,3,5,1,Hombre,Urbana
18049,42,1,2025,10,1,1,36,1,1,2, ,2,0,0,1,19,9,1988,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,5,10,10,10,10,10,8,0,1, , ,2,0,0,2,2,0,0,6, ,2,6, , ,88,1,4,3500000,5, ,3500000,1,500000,5,3500000,6,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,4000000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,408, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,7,5,58,58,58,1,1,2,219,408,903, , ,8, ,4079411.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1223823,52941176",3,0,2,4,2,3,1,Hombre,Urbana
18049,43,1,2025,10,1,1,29,1,1,1, ,2,0,0,1,16,3,1995,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,1,5,10,10,10,10,10,0,0,1, , ,4,0,0,2,4,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5000000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,903, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,3,2,1,5,50,50,50,1,1,2,121,903,2404, , ,12, ,5099264.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2549632,35294117",3,0,4,8,4,7,2,Hombre,Urbana
18049,43,1,2025,10,1,2,29,2,1,1, ,1,0,0,6,26,7,1995,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,5,5,5,5,5,5,5,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2404,1,19, ,5, , , , ,7, , ,3, , , , , , , , , ,4,1,5,5,35,35,35,1,1,2,121,903, , , ,16, ,2549632.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2549632,35294117",3,0,4,8,4,7,1,Mujer,Urbana
18049,56,1,2025,10,1,2,37,2,1,1, ,1,0,0,6,23,9,1987,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,5,5,5,0,1, , ,21,0,0,2,21,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5000000,0,0,1000000,0,0,0,0,0,0,0,0,0,2,1,1,2405,1,19, ,2, , , , ,4, , ,3, , , , , , , , , ,3,2,5,5,39,39,39,1,1,2,180,2406, , , ,17, ,5099264.705,0,0,"1019852,941",0,0,0,0,0,0,0,0,0,0,0,0,0,"3548238,35784313",3,0,5,9,5,9,2,Mujer,Urbana
18049,69,1,2025,10,1,1,44,1,1,3, ,0,0,0,1,15,10,1980,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,1,2,5,9,9,9,9,9,9,1, , ,3,0,0,2,3,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,8500000,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,606, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,3,2,1,2,59,59,59,1,1,1,185,606,8888, , ,12, ,8668749.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11218382,3529412",3,0,5,10,5,10,2,Hombre,Urbana
18073,9,1,2025,10,6,2,52,2,1,1, ,1,0,0,6,3,6,1972,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,3,5,5,5,5,5,5,1, , ,4,0,0,1,4,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,304, , , , , , , , ,7, , ,1,6, , ,6,5, , , , ,4,1,5,8,33,33,33,1,1,5,41,503, , , ,4, ,1015373.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2026353,80571824",3,0,4,7,4,8,1,Mujer,Rural
18073,14,1,2025,10,6,1,36,1,1,1, ,2,0,0,1,21,9,1988,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,8,8,8,8,8,8,0,1, , ,22,0,0,2,13,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,903, ,19, ,3, , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,48,48,48,1,1,2,65,903,903, , ,12, ,5791384.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2150459,22401172",3,0,4,7,5,9, ,Hombre,Rural
18073,21,1,2025,10,6,1,47,1,1,1, ,0,0,0,6,4,2,1978,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,5,5,5,5,5,5,5,1, , ,20,0,0,1,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,305, ,19, ,1, , , , ,7, , ,1,6, , ,1, ,1,4,1,6,4,1,6,1,35,35,35,1,1,1,56,305,8888, , ,5, ,787946.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1295633,32113226",3,0,3,5,3,6, ,Mujer,Rural
18073,24,1,2025,10,6,2,55,2,1,1, ,1,0,0,6,15,5,1969,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,4,4,4,4,4,4,0,1, , ,30,0,0,2,30,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,200000,0,0,0,0,0,0,0,1,1,1,502, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,24,24,24,1,1,2,37,303, , , ,8, ,1046511.469,0,0,0,0,"203074,67",0,0,0,0,0,0,0,0,0,0,0,"981753,212949409",3,0,2,3,3,5, ,Mujer,Rural
18073,27,1,2025,10,6,2,68,2,1,1, ,1,0,0,6,6,12,1956,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,0,1, , ,55,0,0,2,30,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,650000,0,0,1,1,1,302, , , , , , , , ,7, , ,1,6, , ,6,5, , , , ,4,2,6,1,18,18,18,1,1,2,46,301, , , ,2, ,30321.586,0,0,0,0,0,0,0,0,0,"659992,679",0,0,0,0,0,0,"893388,93667643",3,0,2,3,2,4, ,Mujer,Rural
18073,34,1,2025,10,6,1,68,1,1,1, ,2,0,0,1,7,4,1956,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,5,5,5,5,5,5,0,1, , ,50,0,0,2,22,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,670000,0,0,1,1,1,306, , , , , , , , ,7, , ,1,6, , ,1, ,1,4,1,6,4,2,6,1,30,30,30,1,1,2,62,306,302, , ,6, ,100162.35,0,0,0,0,0,0,0,0,0,"680300,146",0,0,0,0,0,0,"1186611,83809176",3,0,2,4,3,6, ,Hombre,Rural
18073,34,1,2025,10,6,2,69,2,1,1, ,1,0,0,6,25,5,1955,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,3,1, , ,20,0,0,2,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,670000,0,0,1,2,1,302, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,21,21,21,1,1,2,62,306, , , ,2, ,100162.35,0,0,0,0,0,0,0,0,0,"680300,146",0,0,0,0,0,0,"1186611,83809176",3,0,2,4,3,6, ,Mujer,Rural
18073,38,1,2025,10,6,1,56,1,1,1, ,2,0,0,1,21,1,1969,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,0,1, , ,40,0,0,2,16,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,306, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,6,1,18,18,18,1,1,4,54,306,302, , ,6, ,125652.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"634185,273304052",2,1,1,1,1,2, ,Hombre,Rural
