ï»¿UPM,NVIVI,NHOGA,AÃO,DPTO,area,L02,edad,P03,P04,P04A,P04B,P05C,P05P,P05M,sexo,P08D,P08M,P08A,P09,ocupado,A01A,A02,A03,A04,A04B,A04A,A05,A07,A08,A10,A11A,A11M,A11S,A12,A13REC,A14REC,A15,A16,A17A,A17M,A17S,A18,B01REC,B02REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B04,B05,B06,B07A,B07M,B07S,B08,B09A,B09M,B09S,B10,B11,B12,B12A,B12B,B12C,B13,B14,B15,B16G,B16U,B16D,B16T,B17,B18AG,B18AU,B18BG,B18BU,B19,B20G,B20U,B20D,B20T,B21,B22,B23,B24,B25,B26,B271,B272,B28,B29,B30,B31,C01REC,C02REC,C03,C04,C05,C06,C07,C08,C09,C101,C102,C11G,C11U,C11D,C11T,C12,C13AG,C13AU,C13BG,C13BU,C14,C14A,C14B,C14C,C15,C16REC,C17REC,C18,C18A,C18B,C19,D01,D02,D03,D04,D05,E01A,E01B,E01C,E01D,E01E,E01F,E01G,E01H,E01I,E01J,E01K,E01L,E01M,ED01,ED02,ED03,ED0504,ED06C,ED08,ED09,ED10,ED11F1,ED11F1A,ED11GH1,ED11GH1A,S01A,S01B,S02,S03,S03A,S03B,S03C,S04,S05,S06,S07,S08,S09,CATE_PEA,TAMA_PEA,OCUP_PEA,RAMA_PEA,HORAB,HORABC,HORABCO,PEAD,PEAA,TIPOHOGA,FACTOR,NJEF,NCON,NPAD,NMAD,anios_estudio,ra06ya09,ingreso_principal,e01bimde,e01cimde,e01dde,e01ede,e01fde,e01gde,e01hde,e01ide,e01jde,e01kde,e01lde,e01mde,e01kjde,e02bde,ingrevasode,ingrealmuerzode,ipcm,pobrezai,pobnopoi,quintili,decili,quintiai,decilai,informalidad,sexo_lbl,area_lbl
8888,66,1,2025,5,1,1,39,1,1,1, ,0,0,0,1,29,6,1986,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,10,10,10,10,10,10,10,1, , ,1,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,903, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,4,1,5,5,70,70,70,1,1,1,276,903,8888, , ,12, ,2989224.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3786350,57471264",3,0,5,9,5,9,1,Hombre,Urbana
8900,47,1,2025,5,6,1,61,1,1,1, ,0,0,2,1,5,11,1963,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,1,1,1,2,1,1,1,1, , ,46,0,0,1,5,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,200000,0,0,0,0,0,0,0,1,2,1,0, , , , , , , , ,7, , ,1,6,3, ,1, ,1,6,1,6,4,1,6,1,8,8,8,1,1,4,83,0,8888, , ,0, ,118244.244,0,0,0,0,"199568,345",0,0,0,0,0,0,0,0,0,0,0,"607724,028417264",2,1,1,1,1,2, ,Hombre,Rural
8900,50,1,2025,5,6,1,35,1,1,1, ,0,0,0,6,7,3,1990,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,7,7,7,7,7,7,2,1, , ,0,4,0,2,0,4,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2002,7,19, ,2, , , , ,7, , ,3, , , , , , , , , ,3,2,6,1,44,44,44,1,1,5,90,2002,8888, , ,14, ,197140.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298543,15747402",1,1,1,1,1,1, ,Mujer,Rural
8934,35,1,2025,5,6,1,24,1,1,1, ,2,0,0,6,3,6,2001,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,13,13,13,13,13,13,13,1, , ,3,0,0,2,3,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,400000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2103,3,19, ,6, , , , ,7, , ,3, , , , , , , , , ,4,2,5,5,91,91,91,1,1,2,178,2103,408, , ,15, ,399424.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"693999,280057596",3,0,1,2,2,3,1,Mujer,Rural
8934,41,1,2025,5,6,1,60,1,1,1, ,0,0,0,1,28,3,1965,4,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,1,8,8,8,8,8,0,0,1, , ,20,0,0,1,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,1800000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,303, , , , , , , , ,7, , ,1,3, , ,1, ,4,4,6,6,4,1,9,1,40,40,40,1,1,1,104,303,8888, , ,3, ,1797408.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2296688,26493881",3,0,4,8,5,9, ,Hombre,Rural
8934,47,1,2025,5,6,2,65,2,1,1, ,1,0,0,6,12,10,1960,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,12,12,12,12,12,12,12,1, , ,16,0,0,1,16,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,3000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,306, , , , , , , , ,7, , ,3, , , , , , , , , ,4,1,5,5,84,84,84,1,1,4,134,305, , , ,6, ,2995680.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1884212,16011519",3,0,4,7,4,8,1,Mujer,Rural
8934,60,1,2025,5,6,2,29,2,1,1, ,1,0,0,6,3,12,1995,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,5,6,6,6,6,6,0,0,1, , ,0,9,0,2,0,9,0,6, ,2,6, , ,88,2,4,1200000,5, ,1200000,6, , , , ,6, , , , ,6, , ,1,40000,3, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,304, ,19, ,12, , , , ,7, , ,1,1, , ,6,1, , , , ,2,2,9,5,30,30,30,1,1,4,96,305, , , ,4, ,1198272.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"937408,595032398",3,0,2,3,2,4,1,Mujer,Rural
8934,66,1,2025,5,6,1,57,1,1,1, ,0,0,0,1,21,11,1968,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,6,6,6,6,6,4,0,1, , ,47,0,0,1,20,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,303, , , , , , , , ,7, , ,1,6, , ,6,4, , , , ,4,1,6,1,34,34,34,1,1,1,251,303,8888, , ,3, ,290414.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"390270,578353732",2,1,1,1,1,1, ,Hombre,Rural
8934,67,1,2025,5,6,1,61,1,1,1, ,0,0,0,1,2,2,1964,3,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,8,8,8,8,8,4,0,1, , ,49,0,0,1,42,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,304, , , , , , , , ,7, , ,1,6, , ,6,4, , , , ,4,1,6,1,44,44,44,1,1,1,137,304,8888, , ,4, ,372616.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"772040,497660188",3,0,1,2,2,3, ,Hombre,Rural
8961,29,1,2025,5,6,3,28,3,1,1, ,0,1,2,6,30,8,1997,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,6,6,6,6,6,6,0,1, , ,2,0,0,1,2,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1200000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2401,14,19, ,1, , , , ,7, , ,3, , , , , , , , , ,4,1,5,8,36,36,36,1,1,4,105,306, ,306,8888,13, ,1197410.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1191360,03884892",3,0,2,4,3,6,1,Mujer,Rural
8961,44,1,2025,5,6,1,37,1,1,1, ,0,0,0,6,15,5,1988,3,1.0, ,1, , , ,2, , , , , , , , , , , , , , , , ,5,5,0,5,5,5,5,5,5,1, , ,2,0,0,2,2,0,0,6, ,2,6, , ,88,1,4,1000000,5, ,1000000,6, , , , ,1,500000,5, ,500000,6, , ,6, ,4, , ,1,1,1,1,9,8,12,1, ,2,6, ,2, , ,1000000,5, ,1000000,6, , , , ,4,1,1,1,0, , , , , , ,6, ,1, ,1,1500000,1000000,0,0,0,0,0,0,0,0,0,0,0,2,1,1,901, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,5,5,30,42,42,1,1,1,109,901,8888, , ,10, ,1496762.589,"997841,726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3093309,35251798",3,0,5,9,5,10,1,Mujer,Rural
8961,54,1,2025,5,6,1,24,1,1,1, ,0,0,0,1,16,2,2001,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,5,8,8,8,8,8,8,0,1, , ,0,6,0,2,0,6,0,6, ,2,6, , ,88,1,4,2500000,5, ,2500000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2404,1,19, ,2, , , , ,7, , ,1,1, , ,1, ,6,10,6,6,2,2,7,5,48,48,48,1,1,1,198,2404,8888, , ,16, ,2494604.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3292877,69784172",3,0,5,9,5,10,1,Hombre,Rural
8961,57,1,2025,5,6,2,53,2,1,1, ,1,0,0,6,23,8,1972,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,12,12,12,12,12,12,12,1, , ,22,0,0,2,22,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,502, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,5,5,84,84,84,1,1,2,133,306, , , ,8, ,1995683.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1202787,33013589",3,0,2,4,3,6,1,Mujer,Rural
8961,61,1,2025,5,6,1,41,1,1,1, ,0,0,0,6,20,10,1983,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,10,10,10,10,10,10,0,1, , ,15,0,0,1,15,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,5,2400000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2402,14,19, ,1, , , , ,7, , ,3, , , , , , , , , ,4,1,5,8,60,60,60,1,1,1,101,2402,8888, , ,14, ,2394820.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2993525,17985611",3,0,5,9,5,10,1,Mujer,Rural
8961,72,1,2025,5,6,1,39,1,1,1, ,2,0,0,1,19,12,1985,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,2,10,10,10,10,10,5,0,1, , ,17,0,0,7,4,0,0,6, ,2,6, , ,12,1,4,2800000,5, ,2800000,6, , , , ,6, , , , ,6, , ,6, ,3, , ,1,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2800000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,305, ,19, ,1, , , , ,7, , ,1,6, , ,1, ,1,5,6,6,2,7,8,2,55,55,55,1,1,2,195,305,903, , ,5, ,2793956.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"954855,803956832",3,0,2,3,2,4,1,Hombre,Rural
8961,78,1,2025,5,6,2,37,2,1,1, ,1,0,0,1,3,6,1988,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,8,12,0,0,12,12,0,12,1, , ,17,0,0,3,17,0,0,1,2,1,6, , ,30,3,4,5600000,5, ,5600000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5600000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2302,6,19, ,2, , , , ,6, , ,3, , , , , , , , , ,1,3,5,8,48,48,48,1,1,2,121,2404, , , ,14, ,5587913.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1628398,96942446",3,0,3,6,4,7,2,Hombre,Rural
8980,4,1,2025,5,1,1,50,1,1,1, ,2,0,0,1,11,1,1975,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,5,12,12,12,12,12,12,0,1, , ,30,0,0,1,30,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,800000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1601, ,19, ,15, , , , ,7, , ,3, , , , , , , , , ,4,1,7,5,72,72,72,1,1,4,175,1601,1601, , ,9, ,812298.682,0,0,0,0,0,0,0,0,0,0,0,0,"137075,402",0,0,0,"920943,631039534",2,1,1,2,1,2,1,Hombre,Urbana
8980,7,1,2025,5,1,1,63,1,1,1, ,2,0,0,1,3,4,1961,1,1.0, ,6,6,1,0,1, , , , , , , , , , , , , , , , ,2,8,0,0,0,0,0,0,0,3,8,40,22,0,0,5,22,0,0,1,2,1,6, , ,45,2,1,4000000,5, ,4000000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,4000000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2404,1, , , , , , , ,1, ,1,3, , , , , , , , , ,1,5,2,8,40,40,40,1,1,2,149,2404,2404, , ,16, ,4061493.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4558349,43875062",3,0,5,10,5,9,2,Hombre,Urbana
8980,10,1,2025,5,1,1,75,1,1,1, ,0,0,0,1,19,3,1949,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,6,1,3,3,3,3,3,3,0,1, , ,50,0,0,1,50,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,0,0,0,0,0,0,0,0,0,0,650000,0,0,1,1,1,303, , , , , , , , ,7, , ,3, , , , , , , , , ,4,1,6,1,18,18,18,1,1,1,143,303,8888, , ,3, ,164575.097,0,0,0,0,0,0,0,0,0,"659992,679",0,0,0,0,0,0,"1027642,44753539",3,0,2,3,1,2, ,Hombre,Urbana
8980,13,1,2025,5,1,1,37,1,1,1, ,2,0,0,1,28,4,1987,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,8,8,8,8,8,0,0,1, , ,15,0,0,7,24,0,0,6, ,2,6, , ,88,2,4,0,5, ,0,1,4000000,5,0, ,6, , , , ,6, , ,1,320000,4, , ,1,3,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,4000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,306, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,7,5,5,40,40,40,1,1,2,212,306,306, , ,6, ,4061493.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"934143,48462665",3,0,1,2,1,2,1,Hombre,Urbana
8980,16,1,2025,5,1,1,67,1,1,1, ,2,0,0,1,13,9,1957,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,6,6,6,6,6,6,0,1, , ,40,0,0,1,40,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1000000,0,0,0,0,600000,0,0,0,0,0,0,0,1,1,1,1203, , , , , , , , ,7, , ,1,6, , ,1, ,1,3,1,6,4,1,9,8,36,36,36,1,1,2,130,1203,0, , ,7, ,1015373.352,0,0,0,0,"609224,011",0,0,0,0,0,0,0,"133267,752",0,0,0,"1462772,23645681",3,0,3,5,2,4,1,Hombre,Urbana
8980,17,1,2025,5,1,1,54,1,1,1, ,2,0,0,1,19,11,1970,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,4,9,9,9,9,9,8,0,1, , ,20,0,0,2,6,0,0,6, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2600000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,306, , , , , , , , ,7, , ,3, , , , , , , , , ,3,2,7,4,53,53,53,1,1,2,246,306,304, , ,6, ,2639970.717,0,0,0,0,0,0,0,0,0,0,0,0,"88845,168",0,0,0,"1542521,35187897",3,0,3,5,2,4,1,Hombre,Urbana
8980,17,1,2025,5,1,3,23,3,1,1, ,0,1,2,1,7,12,2001,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,8,2,8,8,8,8,8,4,0,1, , ,2,0,0,4,2,0,0,1,1,2,6, , ,12,1,4,2300000,5, ,2300000,1,200000,5,0, ,6, , , , ,6, , ,1,300000,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,2500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,903, ,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,2,4,8,2,44,44,44,1,1,2,246,306, ,306,8888,12, ,2538433.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1542521,35187897",3,0,3,5,2,4,2,Hombre,Urbana
8980,17,1,2025,5,1,4,19,3,1,1, ,0,1,2,1,26,12,2005,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,8,8,8,8,8,4,0,1, , ,3,0,0,2,3,0,0,6, ,2,6, , ,88,1,4,480000,3, ,1920000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1920000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,903, ,19, ,1, , , , ,7, , ,3, , , , , , , , , ,2,2,9,4,44,44,44,1,1,2,246,306, ,306,8888,12, ,1949516.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1542521,35187897",3,0,3,5,2,4,1,Hombre,Urbana
8980,41,1,2025,5,1,1,46,1,1,1, ,0,0,0,6,26,11,1978,4,1.0, ,6,6,1,0,1, , , , , , , , , , , , , , , , ,2,8,0,0,0,0,0,0,0,3,8,40,21,0,0,6,21,0,0,1,2,1,6, , ,45,2,1,5000000,5, ,5000000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,5000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2104,11,19, ,5, , , , ,1, ,1,3, , , , , , , , , ,1,6,2,8,40,40,40,1,1,3,212,2104,8888, , ,16, ,5076866.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1015373,35285505",3,0,2,3,1,2,2,Mujer,Urbana
8980,65,1,2025,5,1,2,27,3,1,1, ,0,0,1,6,27,6,1997,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,8,0,0,6,0,6,6,0,1, , ,1,0,0,10,1,0,0,6, ,6, , , ,88,4,4,50000,2,8,400000,6, , , , ,6, , , , ,6, , ,6, ,4, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,400000,0,0,0,0,1200000,500000,0,0,0,0,0,0,1,1,1,408, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,6,10,9,8,18,18,18,1,1,4,189,301, , , ,8, ,406149.341,0,0,0,0,"1218448,023","507686,676",0,0,0,0,0,0,0,0,0,0,"607373,070705224",2,1,1,1,1,1,1,Mujer,Urbana
8980,65,1,2025,5,1,9,29,3,1,1, ,0,0,1,1,5,7,1995,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,4,8,8,8,8,8,4,0,1, , ,2,0,0,2,2,0,0,6, ,2,6, , ,88,1,4,480000,3, ,1920000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,1920000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,902, ,19, ,2, , , , ,7, , ,3, , , , , , , , , ,2,2,9,4,44,44,44,1,1,4,189,301, , , ,11, ,1949516.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"607373,070705224",2,1,1,1,1,1,1,Hombre,Urbana
8980,71,1,2025,5,1,2,45,2,1,1, ,1,0,0,6,3,5,1979,1,1.0, ,6,6,1,0,1, , , , , , , , , , , , , , , , ,2,8,0,0,0,0,0,0,0,3,8,40,23,0,0,4,23,0,0,1,2,1,6, , ,45,2,1,7500000,5, ,7500000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,7500000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2404,1,19, ,5, , , , ,1, ,1,3, , , , , , , , , ,1,4,2,8,40,40,40,1,1,4,184,2404, , , ,16, ,7615300.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5405170,81503174",3,0,5,10,5,10,2,Mujer,Urbana
8999,11,1,2025,5,1,1,26,1,1,1, ,0,0,0,6,14,8,1998,2,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,2,8,5,5,5,5,5,0,0,1, , ,0,1,0,3,0,1,0,1,2,1,6, , ,88,2,4,3100000,5, ,3100000,6, , , , ,6, , , , ,6, , ,6, ,1, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,11,3100000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2404,10,19, ,3, , , , ,7, , ,3, , , , , , , , , ,1,3,2,8,25,25,25,1,1,1,159,2404,8888, , ,16, ,3100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437500,3,0,5,9,5,9,2,Mujer,Urbana
8999,15,1,2025,5,1,1,64,1,1,1, ,2,0,0,1,8,3,1961,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,10,10,10,10,10,10,10,1, , ,17,0,0,2,17,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,14,1, ,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,305, , , , , , , , ,7, , ,3, , , , , , , , , ,4,2,5,5,70,70,70,1,1,4,153,305,502, , ,5, ,1200000.0,0,0,0,0,0,0,0,0,0,0,0,0,"16666,666",0,0,0,"680498,733333333",2,1,1,1,1,1,1,Hombre,Urbana
8999,15,1,2025,5,1,2,61,2,1,1, ,1,0,0,6,16,8,1963,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,5,5,10,10,10,10,10,10,10,1, , ,17,0,0,2,17,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,14,1, ,1,1200000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,502, , , , , , , , ,7, , ,2, , , ,1, ,1,4,1,6,4,2,5,5,70,70,70,1,1,4,153,305, , , ,8, ,1200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"680498,733333333",2,1,1,1,1,1,1,Mujer,Urbana
8999,19,1,2025,5,1,2,38,2,1,1, ,1,0,0,6,5,10,1986,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,9,7,8,8,8,8,8,0,0,1, , ,3,0,0,3,3,0,0,6, ,2,6, , ,88,2,4,400000,5, ,400000,6, , , , ,6, , , , ,6, , ,6, ,4, , ,1,5,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,6, , ,400000,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,301, ,19, ,14, , , , ,7, , ,3, , , , , , , , , ,2,3,9,7,40,40,40,1,1,2,207,306, , , ,1, ,400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380676,3,0,2,4,2,4,1,Mujer,Urbana
8999,20,1,2025,5,1,1,39,1,1,1, ,2,0,0,1,3,3,1986,1,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,7,2,11,11,11,11,11,11,6,1, , ,15,0,0,1,1,0,0,6, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,6, ,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,1, ,10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,503, ,19, ,2, , , , ,7, , ,1,1, , ,6,5, , , , ,4,1,7,2,72,72,72,1,1,2,179,503,605, , ,9, ,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"631740,8",2,1,1,1,1,1,1,Hombre,Urbana
8999,40,1,2025,5,1,1,33,1,1,1, ,0,0,0,6,20,11,1991,5,1.0, ,1, , , ,1, , , , , , , , , , , , , , , , ,3,4,8,8,8,8,8,0,8,1, , ,3,0,0,2,6,0,0,1,1,2,6, , ,18,1,4,4688000,5, ,4688000,1,220000,5,0, ,6, , , , ,6, , ,1,1000000,1, , ,1,2,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,16,6, , ,4908000,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2405,1,19, ,2, , , , ,1, ,1,3, , , , , , , , , ,2,2,3,4,48,48,48,1,1,4,134,2405,8888, , ,17, ,4908000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3594416,66666667",3,0,5,9,5,9,2,Mujer,Urbana
